document_id,clean_text,sentiment
235,nisei femal born septemb portland oregon grew milwauki oregon parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return oregon parent ran hotel busi portland went busi school work insur compani meet futur husband get marri rais famili work famili farm inaba produc farm,negative
236,nisei femal born februari portland oregon grew portland area parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return famili portland,negative
237,nisei male born januari seattl washington grew tacoma washington father ran japanes confectioneri earli move famili oregon world war ii famili took advantag voluntari evacu period move ontario oregon attend medic school establish promin career vascular surgeon,neutral
238,nisei femal born san juan bautista california world war ii remov husband manzanar concentr camp california result husband respons socal loyalti questionnair transfer tule lake leav camp resettl philadelphia pennsylvania,neutral
239,nisei male born august waipahu hawaii grew waipahu sugar plantat parent work attend midpacif institut honolulu japan bomb pearl harbor decemb father pick fbi eventu intern honouliuli pow camp mr inokuchi got job honouliuli camp could visit father war work honolulu board water suppli,neutral
240,nisei male born septemb honolulu hawaii serv allvolunt allnisei nd regiment combat team world war ii lost right arm action earn distinguish servic cross follow war becam attorney sixterm senat hawaii sat select committe intellig select committe indian affair select committe secret militari assist iran nicaraguan opposit june inouy sworn presid protempor senat serv ninth consecut term pas away decemb,negative
241,nisei femal born novemb seattl washington grew seattl graduat salutatorian broadway high school enrol premed program univers washington decemb war remov puyallup assembl center washington minidoka concentr camp idaho left camp attend univers texa later woman medic colleg philadelphia pennsylvania return seattl open privat famili medicin practic succeed help issei commun involv help establish nurs home japanes american seattl retir privat practic age seventyf,positive
242,issei femal born novemb okinawa japan grew japan parent ran farm world war ii alli forc land okinawa fled home villag larg group hid jungl war return home marri eventu move hawaii,neutral
243,nisei femal born april portland oregon grew portland parent ran hotel went famili trip japan visit famili return shortli bomb pearl harbor world war ii remov portland assembl center oregon minidoka concentr camp idaho war return portland,negative
244,nisei femal born septemb bakersfield california follow bomb pearl harbor remov poston concentr camp arizona leav camp return famili bakersfield eventu move sacramento california,neutral
245,white male born salem massachusett famili move frequent childhood due father employ strongli influenc parent valu regard racial toler inclus principl learn unitarian church attend antioch colleg ohio becam involv polit social activ civil right join youth branch naacp student nonviol coordin committe sncc group activ sitin demonstr address racial inequ peac relat issu eventu becom fulltim organ work unit autowork union resist draft indict feder grand juri convict fail report militari servic sentenc three year prison graduat antioch colleg appeal convict unit state court appeal lost serv sentenc feder institut milan michigan terr haut indiana danburi connecticut follow releas prison attend graduat school boston univers obtain phd polit scienc accept harvard law school law student research file writ error coram nobi feder court convict result convict vacat writ error coram nobi establish origin case premis error fact withheld judg defens prosecut graduat harvard law school taught undergradu law school cours sever school join faculti univers california san diego conduct research nation archiv depart justic washington dc prepar write book discov evid government misconduct world war ii refut u govern rational militari necess mass incarcer person japanes ancestri use evid assist congression commiss wartim reloc intern civilian contact origin defend initi format legal team instrument file petit use writ error coram nobi result reconsider wartim intern case hirabayashi korematsu yasui dr iron professor polit scienc director earl warren bill right project univers california san diego,positive
246,nisei male born april thoma washington grew thoma father ran gener store world war ii remov pinedal assembl center california tule lake concentr camp california left camp work weiser idaho open servic station eventu move ontario oregon,negative
247,nisei femal born septemb grew culver citi california parent ran nurseri busi world war ii remov manzanar concentr camp california return california war,neutral
248,nisei male born june fresno california grew gardena area lo angel california move japan parent return california world war ii remov santa anita assembl center california jerom concentr camp arkansa gave qualifi answer socal loyalti questionnair transfer tule lake concentr camp california move briefli minidoka concentr camp idaho releas camp live chicago illinoi draft militari serv korea interpret militari intellig servic eventu return california,positive
249,interview ana tanaka joy misako st germain led convers ray ishii serv seattl jacl presid ray first involv jacl late earli encourag commun leader al sugiyama other includ janic deguchi joy misako st germain encourag ray run offic seattl jacl presid ray reflect organ effort time initi end affirm action opposit gay lesbian commun jacl begin find new path civil right organ collabor support american jewish committe lgbtqia commun jacl membership power forc today ralli commun issu impact everyon jacl start move beyond focu redress work racial ethnic commun took work new level younger leader take leadership role famili seattl nativ express hope gratitud recent work jacl support black live matter immigr issu work pike place market council progress seen area minor woman own busi demonstr much impact volunt work make posit chang parent experi incarcer wwii upbring tremend influenc take grant import continu work civil right social justic believ success jacl due ongo commit membership leadership,positive
250,nisei male born juli lo angel california went live japan colleg student return prior bomb pearl harbor remov santa anita assembl center california granada concentr camp colorado leav attend univers nebraska work curat univers art museum citi lincoln nebraska work greatli influenc note socialist norman thoma,positive
251,nisei femal born june mayfield california grew mountain view area famili ran berri farm japan bomb pearl harbor famili decid move utah avoid mass remov attend high school utah return california enrol san jose state univers remain san jose,positive
252,nisei male born januari berkeley california serv militari intellig servic world war ii,neutral
253,sansei male born april east lo angel grew south central lo angel watt neighborhood parent own groceri store attend ucla becam involv civil right movement father one fort mcclellan disciplinari barrack boy db boy resist militari order world war ii court martial imprison leavenworth feder penitentiari,positive
254,nisei femal born march seattl washington spent childhood medina bellevu washington high school member bellevu strawberri festiv queen court marri kenji ito promin japanes american lawyer practic seattl follow bomb pearl harbor recount experi husband pick fbi even decemb describ trial acquitt husband accus work nonregist agent japan trial remov puyallup assembl center washington tule lake concentr camp california minidoka concentr camp idaho war resettl lo angel area,negative
255,nisei male born august riversid california grew lo angel california graduat colleg world war ii war remov pomona assembl center california heart mountain concentr camp wyom key person head heart mountain agricultur program serv militari intellig servic korea,negative
256,nisei male born august mission british columbia canada grew mission attend school help famili farm left home work sever job includ sawmil sugar beet farm world war ii move japan work interpret british armi got marri move toronto canada rais two son later life activ toronto japanes canadian commun involv charit foundat,neutral
257,nisei male born juli stockton california emeritu professor anatomi harvard medic school world war ii second lieuten nd field artilleri battalion nd regiment combat team interview discus memori serv nd psycholog aspect combat,neutral
258,nisei femal born septemb lo angel california grew lo angel father work littl tokyo world war ii remov santa anita assembl center california heart mountain concentr camp wyom soon arriv heart mountain abl leav camp attend nation colleg north carolina eventu return california,negative
259,nisei male born octob bellevu washington world war ii incarcer pinedal assembl center california tule lake concentr camp california prior war famili part japanes american eastsid commun clear farm larg portion bellevuekirklandredmond area,positive
260,sansei male born juli san francisco california grew san francisco develop earli interest disney art cartoon world war ii remov tanforan assembl center california topaz concentr camp utah leav camp return san francisco establish long career work walt disney studio warner brother,negative
261,nisei femal born decemb berkeley california grew berkeley parent oper nurseri busi bomb pearl harbor remov famili tanforan assembl center california topaz concentr camp utah leav camp return berkeley work schoolgirl white woman attend high school,positive
262,nisei femal born may watsonvil california grew watsonvil marri bomb pearl harbor world war ii remov salina assembl center california poston concentr camp arizona leav camp live denver time eventu return watsonvil,positive
263,nisei femal born novemb portland oregon grew portland parent ran hotel busi world war ii remov portland assembl center oregon minidoka concentr camp idaho left camp attend colleg ohio eventu return portland,negative
264,nisei male born june termin island california grew termin island remov manzanar concentr camp california world war ii join militari intellig servic work interpret japan u occup marri japan eventu return california,neutral
265,nisei femal grew san francisco california world war ii remov santa anita assembl center california topaz concentr camp utah,negative
266,nisei male wgrew california world war ii remov tanforan assembl center california topaz concentr camp utah,negative
267,nisei male born februari rais california remov manzanar concentr camp california follow bomb pearl harbor world war ii attend bake school becam profession baker,neutral
268,nisei male born may villa park california grew termin island california father fisherman world war ii remov tular assembl center california gila river concentr camp arizona leav camp reloc detroit michigan draft militari intellig servic serv japan interpret war crime trial eventu return california,negative
269,nisei femal born novemb watsonvil california grew watsonvil famili oper truck farm bomb pearl harbor remov salina assembl center california poston concentr camp arizona live time texa husband serv militari eventu return watsonvil,positive
270,born septemb madra india attend jakarta intern school indonesia move unit state attend colleg georgetown univers work invest banker new york citi well manag develop program physiocontrol current pramila founder execut director hate free zone washington activist writer pramila activ involv intern domest social justic issu year work across africa asia latin america well domest immigr refuge commun washington state speak frequent univers commun event issu gender global develop commun serv sever board includ chaya nonprofit organ serv south asian woman crisi institut current world affair hedgebrook woman writer retreat pramila master busi administr northwestern univers kellogg school manag ba georgetown univers english econom also author pilgrimag india woman revisit homeland seal press pramila hfz campaign receiv sever award recognit work includ citi seattl civil right award washington bar associ access justic commun leadership award japanes american citizen leagu leadership award northwest asian weekli foundat commun leader award leadership award congressman jim mcdermott ecumen leadership award washington associ church januari pramila name one top ten puget sound region leader seattl time editori board,positive
271,born alexandria virginia redress movement depart justic offic redress administr os establish identifi administ repar payment elig individu work project manag os,neutral
272,white male born arkansa world war ii father project director rohwer concentr camp arkansa jame along two sibl parent live rohwer,positive
273,white male born arkansa world war ii father project director rohwer concentr camp arkansa william along two sibl parent live rohwer,positive
274,white male born juli salina california parent own oper farm salina area prior world war ii war father help neighbor japanes american farmer take care land,positive
275,nisei femal born septemb port moodi british columbia canada went parent japan attend school return canada marri remov hast park tashm canada interior leav tashm move toronto husband work consulgener offic adopt two child becam involv ikenobo societi went japan studi ikebana art japanes flower arrang involv along husband establish japanes canadian cultur centr toronto,neutral
276,nisei male born juli lo angel california grew lo angel area lost parent earli age respons younger sibl world war ii remov manzanar concentr camp california camp key figur manzanar guayul project leav camp return lo angel,neutral
277,sansei male born march lo angel california son akira kageyama one key player guyaul rubberproduc project manzanar concentr camp california world war ii,neutral
278,nisei femal born januari monterey park california grew sever differ place california parent ran truck farm busi world war ii remov manzanar concentr camp california leav camp return pasadena area california,neutral
279,sansei femal born june chicago illinoi world war ii father famili sent santa anita assembl center california heart mountain concentr camp wyom mother famili incarcer tanforan assembl center california gila river concentr camp arizona leav camp jane parent resettl chicago illinoi born rais,negative
280,nisei male born may lo angel california grew lo angel high school japan bomb pearl harbor decemb war remov manzanar concentr camp california left camp attend morningsid colleg sioux citi iowa induct armi join militari intellig servic serv japan u occup interpret war crime trial return lo angel establish merit save bank later becom involv redevelop littl tokyo mr kaji one key founder japanes american nation museum lo angel,positive
281,nisei femal born april lo angel california grew boyl height neighborhood father promin medic physician world war ii remov poston concentr camp arizona left camp famili work sugar beet farm colorado eventu return lo angel father reestablish medic practic,neutral
282,nisei male born march oyster bay washington incarcer tule lake concentr camp california serv fundrais chair japanes american citizen leagu legisl educ committe rais half million dollar redress effort becam presid nation jacl,negative
283,nisei male grew lo angel california marri remov wife tanforan assembl center california topaz concentr camp utah world war ii,negative
284,nisei femal born juli portland oregon grew greshamtroutdal area oregon parent farm world war ii remov portland assembl center oregon minidoka concentr camp idaho camp work assist teacher camp live new york return oregon,positive
285,born virginia redress movement work depart justic offic redress administr os establish identifi administ repar payment elig individu work histor research os retir work consult doj varieti issu relat os also renew seriou interest paint sinc began teach art adult frequent show work,positive
286,nisei male born april galt california grew hollist california world war ii remov salina assembl center california poston concentr camp arizona draft militari serv counterintellig corp japan u occup servic join famili ontario oregon,negative
287,nisei male born june fairfax washington grew venic california parent produc farm world war ii remov manzanar concentr camp california parent sign nono socal loyalti questionnair decid return famili japan live sever year japan came back california,positive
288,nisei femal born octob pasadena california grew pasadena father work garden world war ii remov tular assembl center california gila river concentr camp arizona leav camp return pasadena,negative
289,nisei male born juli seattl washington grew thomasauburn area washington follow execut order famili remov pinedal assembl center tule lake concentr camp california later transfer minidoka concentr camp idaho volunt replac thnd regiment combat team train thirteen week light machin gunner replac camp shelbi mississippi serv co l th bnnd combat team southern franc northern itali rifleman st scout graduat univers washington graduat st loui school medicin internship resid pierc counti hospit tacoma wa famili practic medicin sumner wa serv presid puyallup valley jacl term serv vice presid nation jacl draft board member eastern pierc counti presid pierc counti medic societi sumner rotari club presid,positive
290,nisei femal born octob lo angel california grew lo angel age nine japan bomb pearl harbor world war ii remov famili santa anita assembl center california granada amach concentr camp colorado transfer crystal citi intern camp texa famili could reunit father war return lo angel,negative
291,nisei femal born septemb pasadena california grew lo angel father oper success importexport busi retail store graduat ucla live work japan year marri live hawaii wit japanes bomber plane overhead home pearl citi decemb war resid santa cruz california,positive
292,born honolulu hawaii redress movement depart justic offic redress administr os establish identifi administ repar payment elig individu presid honolulu chapter japanes american citizen leagu work os later pursu legal career honolulu alston hunt floyd ing denton,positive
293,nisei femal born decemb seattl washington live japan fifteen month child return seattl attend junior high school bomb pearl harbor father pick fbi taken depart justic camp missoula montana remov puyallup assembl center washington reunit father minidoka concentr camp idaho famili volunt leav japan u govern exchang ship us gripsholm attend high school japan particip militari air raid drill us postwar occup japan attend doshisha univers work u armi station hospit librari return u enrol st mari teach hospit rochest minnesota deni redress expatri japan succeed obtain redress file classact lawsuit,positive
294,nisei femal born januari lo angel california grew covina california work wartim civil control administr wcca volunt go earli poston concentr camp arizona help set camp eventu transfer heart mountain concentr camp wyom leav new york eventu pursu career social work return california,positive
295,nisei femal born decemb el centro california grew variou place california parent own barbershop bomb pearl harbor remov famili poston concentr camp arizona leav camp resettl hazelton idaho oakland california move seattl washington war work atom bomb casualti commiss hiroshima japan becam teacher taught mani year seattl public school,positive
296,nisei femal born april baldwin park california bomb pearl harbor move sister new york sponsorship uncl avoid incarcer attend school new york marri eventu return california activ numer commun social servic organ lo angel area,positive
297,nisei femal born april portland oregon spent one summer japan onset war u japan incarcer portland assembl center oregon minidoka concentr camp idaho left camp part nation youth administr work salt lake citi utah chicago illinoi return portland,negative
298,nisei male born june seattl washington follow bomb pearl harbor remov puyallup assembl center washington minidoka concentr camp idaho left camp attend colleg cincinnati draft serv japan militari intellig servic eventu return seattl,negative
299,nisei femal born april seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho resettl war chicago illinoi return seattl war member seattl nisei veteran committe woman auxiliari interview talk effort success get husband wartim courtmarti convict vacat death,positive
300,nisei male born april waialua hawaii grew hawaii father buddhist priest world war ii serv nd regiment combat team franc itali war went law school eventu return hawaii,neutral
301,nisei femal born februari isleton california grew isleton parent oper board hous bomb pearl harbor remov sacramento assembl center tule lake concentr camp california transfer jerom concentr camp arkansa camp close rohwer concentr camp arkansa leav camp return isleton,negative
302,nisei male born novemb sacramento california spent childhood adolesc loomi california spend senior year high school lo angel california bomb pearl harbor remov marysvil assembl center california tule lake concentr camp california resist draft renounc u citizenship remain famili tule lake design segreg center left camp attend colleg california work wayn collin world war ii abl get u citizenship reinstat work san francisco public librari postworld war ii playwright actor mr kashiwagi perform mani stage product written sever play includ laughter fals teeth betray,negative
303,nisei femal born june sacramento california grew newcastl california parent tenant farmer world war ii remov marysvil assembl center california tule lake concentr camp california remain tule lake convert segreg center leav camp return california,negative
304,nisei male born septemb portland oregon grew portland parent ran small groceri store world war ii remov portland assembl center oregon tule lake concentr camp california leav camp draft militari intellig servic serv japan u occup eventu return portland becam teacher school administr,negative
305,nisei male born decemb seattl washington grew seattl world war ii incarcer minidoka concentr camp idaho serv armi interview discus memori grow seattl japantown,neutral
306,niseisansei femal born februari hood river oregon grew mosier oregon parent work orchard truck farm world war ii remov pinedal assembl center california tule lake concentr camp california follow socal loyalti questionnair famili transfer topaz concentr camp utah leav camp move walla walla washington eventu marri farm,negative
307,nisei femal born septemb san francisco california grew san francisco father ran dri clean busi world war ii remov santa anita assembl center california topaz concentr camp utah leav camp live indiana attend colleg eventu return california,positive
308,nisei male born septemb san leandro california grew san leandro father ran farm world war ii remov tanforan assembl center california topaz concentr camp utah leav camp move famili salt lake citi year return san leandro war involv numer caus includ ethnic studi movement redress movement,negative
309,nisei male born decemb cupertino california attend san jose state colleg ncaa wrestl champion immedi bomb pearl harbor tri enlist u air corp refus account japanes ancestri one semest short earn busi degre remov famili pomona assembl center california heart mountain concentr camp wyom one heart mountain resist conscienc stood trial cheyenn wyom resist draft world war ii went civil servic fruitsel busi mr kawamoto pas away posthum award busi degre san jose state,negative
310,nisei male born june graham washington move famili earli age lo angel california father own oper kamaboko busi world war ii remov santa anita assembl center california rohwer concentr camp arkansa leav camp live briefli famili trailer camp return lo angel serv korean war militari servic establish success busi becom first introduc surimi u seafood market,positive
311,nisei male born may san juan capistrano california grew variou place california world war ii remov famili poston concentr camp arizona poston famili sign nono socal loyalti questionnair transfer tule lake father two older brother renounc u citizenship eventu expatri japan rest famili return california leav camp mr kawaratani establish success career urban planner lo angel commun redevelop agenc,positive
312,sansei femal born april auburn california grew loomi california world war ii remov marysvil assembl center california tule lake concentr camp california transfer topaz concentr camp utah leav camp live attend school nebraska year return loomi went establish career music therapi,positive
313,nisei male born novemb mountain view hawaii grew hawaii parent ran sugar cane plantat work haul lumber japan attack pearl harbor decemb dismiss work like japanes american requir clean aftermath bomb volunt armi although five foot tall abl enlist account paperwork mistak serv itali receiv bronz star save life fellow soldier discharg marri eventu settl seattl washington,positive
314,yonsei born lo angel california rais ohio world war ii member famili incarcer manzanar tule lake concentr camp california graduat san francisco state univers degre ethnic studi move chicago involv numer commun group,neutral
315,white male german descent born decemb oketo kansa work shipyard termin island california japan bomb pearl harbor decemb serv unit state air forc world war ii present live hammett idaho,positive
316,sansei femal born decemb sawtel california grew huntington beach california father work chauffeur bomb pearl harbor father pick fbi taken tuna canyon detent station rejoin famili merc assembl center california famili sent amach concentr camp colorado parent decid go japan sent tule lake eventu decid remain unit state leav camp return lo angel barbara activ camp pilgrimag reunion war well volunt japanes american nation museum,negative
317,nisei male born octob lo angel california grew hollywood neighborhood lo angel parent ran dri clean busi world war ii remov santa anita assembl center california heart mountain concentr camp wyom leav camp live time trailer park lomita california eventu return lo angel becam teacher basebal coach longtim volunt docent japanes american nation museum,positive
318,male born octob amach colorado river concentr camp colorado grew san francisco california parent ran hotel young age found inform adopt birth amach high school volunt u armi serv korea militari went formal adopt process famili rais serv work feder reserv well fargo bank comput technolog depart reveal famili histori famili son grown,positive
319,sansei male born januari sacramento california grew florin area parent ran farm world war ii remov manzanar concentr camp california leav camp move famili live work seabrook farm new jersey eventu return sacramento,positive
320,nisei male recruit teach armi languag school fall help establish militari intellig servic languag school presidio san francisco help move minnesota postwar establish career teach defens languag institut,neutral
321,nisei femal born januari portland oregon grew fairview oregon famili ran farm marri child world war ii war remov portland assembl center oregon minidoka concentr camp idaho leav camp return fairview,negative
322,nisei male born octob childhood live variou place midwest seattl washington lo angel california high school student japan bomb pearl harbor decemb remov manzanar concentr camp california camp return lo angel,positive
323,nisei male born decemb lo angel california grew lo angel world war ii volunt move manzanar concentr camp california earli order help construct camp leav camp reloc chicago illinoi draft nd regiment combat team serv oversea eventu return california,neutral
324,kibei male born march lo angel california month age remov manzanar tule lake concentr camp california expatri japan famili world war ii grew japan return lo angel high school later studi account becam one earli bilingu japanes american cpa field,positive
325,nisei femal born may lo angel california grew boyl height father promin baptist minist establish church follow bomb pearl harbor decemb remov famili poston concentr camp arizona obtain student leav finish high school abilen texa postworld war ii graduat colleg texa live chicago new york,positive
326,nisei male born januari sacramento california world war ii sent topaz concentr camp utah volunt militari camp recruit serv militari intellig servic,neutral
327,nisei male born septemb sheridan wyom young age move seattl washington spent childhood enrol univers washington japan bomb pearl harbor decemb remov puyallup assembl center washington return famili sheridan attend univers nevada later earn doctor pharmacolog univers chicago,negative
328,nisei male born august spent earli year japan return bainbridg island washington world war ii remov manzanar concentr camp california minidoka concentr camp idaho leav camp live chicago illinoi time eventu return bainbridg,positive
329,nisei femal born octob enumclaw washington famili move nahcotta washington ran oyster farm marri prior world war ii live husband famili farm gresham oregon war remov portland assembl center oregon minidoka concentr camp idaho leav camp return gresham,positive
330,nisei femal born octob seattl washington grew green lake area incarcer puyallup assembl center washington minidoka concentr camp idaho activ nation seattl chapter japanes american citizen leagu polit especi drive redress,negative
331,nisei male born octob gresham oregon grew gresham parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return portland,negative
332,interview brent sato joy misako st germain interview dr kyle kinoshita discus kinoshita mother late cherri kinoshita kyle kinoshita contribut jacl ja commun keep eye prize could well cherri kinoshita mantra linchpin seattl jacl nation jacl effort achiev redress wwii injustic wrought upon japanes american densho describ one five bad as japanes american woman probabl didnt learn histori class tireless indefatig fighter also gentl thought strategist cherri kinoshita recipi washington state jefferson award well award nation jacl emperor japan bestow seattl japanes consul son dr kyle kinoshita continu mother quest social justic equiti profess educ field ongo volunt work myriad commun activ,negative
333,nisei femal born februari portland oregon world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp resettl famili minnesota becom teacher st paul,negative
334,sansei femal born novemb lo angel california world war ii remov small child manzanar concentr camp california leav camp return california famili parent establish nurseri busi torranc california graduat univers southern california work teacher integr establish program introduc multicultur educ school,negative
335,sansei male born decemb san jose california remov infant parent heart mountain concentr camp wyom leav camp famili resettl illinoi gerald eventu attend univers illinoi move east coast becam involv civil right organ,positive
336,nisei male born august ookala hawaii young age sent japan live grandfath begin ministri train return u onset world war ii bomb pearl harbor father promin buddhist minist pick arrest fbi mother couldnt support child alon famili enter jerom concentr camp arkansa reunit father father sign nono socal loyalti questionnair move famili tule lake concentr camp california anticip repatri japan parent chang mind go japan famili return hawaii leav tule lake war masamizu establish success career airplan mechan,positive
337,nisei femal born octob strawberri hill british columbia near vancouv grew strawberri hill parent ran farm world war ii famili remov inland farm near winnipeg molli eventu marri move california,positive
338,sansei male born may bainbridg island washington incarcer parent manzanar concentr camp california minidoka concentr camp idaho return bainbridg island end world war ii presid bainbridg island japanes american commun bijac commun organ dedic preserv japanes american histori bainbridg island,neutral
339,nisei femal born april bainbridg island washington grew bainbridg eight year old japan bomb pearl harbor decemb remov famili manzanar concentr camp california war move chicago illinoi return bainbridg island world war ii,positive
340,nisei femal born hayward california marri remov husband tanforan assembl center california topaz concentr camp utah world war ii,negative
341,nisei male born juli bainbridg island washington grew bainbridg parent ran nurseri busi world war ii remov manzanar concentr camp california transfer minidoka concentr camp idaho along mani japanes american bainbridg island leav camp move seattl washington eventu establish success nurseri busi,positive
342,nisei male born novemb portland oregon grew portland parent ran hotel world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp join militari serv japan eventu return portland,negative
343,kibei male born octob seattl washington rais primarili san francisco california spend four year hiratsuka japan incarcer famili topaz concentr camp utah refus sign socal loyalti questionnair consequ move tule lake segreg center california tule renounc u citizenship protest incarcer treatment camp socal loyalti questionnair shortli thereaft regret action attempt rescind decis would ten year would regain citizenship releas tule lake march accept scholarship colleg ozark arkansa transfer univers california berkeley serv oversea u air forc intellig korean war renunci discov dismiss air forc stay japan earn master doctor degre tokyo univers publish autobiograph work japan entitl nikkei hangyakuji translat english beyond loyalti stori kibei,neutral
344,nisei male born april watsonvil california grew watsonvil age six famili move salina follow bomb pearl harbor remov salina assembl center california poston concentr camp arizona leav camp live work utah time serv japan u militari intellig servic return watsonvil establish farm oper,positive
345,nisei male born juli imperi valley california incarcer tular assembl center california gila river concentr camp arizona tule lake concentr camp california interview discus memori tule lake concentr camp becam segreg center includ kill camp inmat riot implement martial law pressur particip projapanes activ,negative
346,nisei femal born septemb seattl washington grew seattl great depress late move famili lo angel area world war ii remov jerom concentr camp arkansa camp resettl chicago,positive
347,nisei male born septemb seattl washington grew seattl graduat univers washington prior world war ii fire job seattl citi light bomb pearl harbor war remov puyallup assembl center washington minidoka concentr camp idaho volunt armi transfer vint hill secret branch militari intellig servic return seattl follow world war ii,negative
348,nisei femal born may san pedro california world war ii incarcer santa anita assembl center california jerom concentr camp arkansa leav camp live work mississippi marri move harlem neighborhood new york citi becam involv number polit caus civil right movement eventu met malcolm x becam follow internationalist concept human right nation base selfdetermin selfreli,negative
349,nisei femal born august bainbridg island washington grew bainbridg island remov famili manzanar concentr camp california later transfer minidoka concentr camp idaho eventu return bainbridg famili,neutral
350,nisei femal born june tacoma washington grew tacoma famili ran hotel studi nurs world war ii broke lobbi sent puyallup assembl center separ parent order stay washington state finish train puyallup sent minidoka concentr camp idaho leav camp live work st loui missouri eventu settl philadelphia pennsylvania,positive
351,nisei male born juli bainbridg island washington age japan bomb pearl harbor remov famili manzanar concentr camp california later transfer minidoka concentr camp idaho becam auto mechan world war ii,neutral
352,nisei femal born januari lo angel california grew sawtel area lo angel world war ii remov manzanar concentr camp california leav manzanar live briefli famili utah eventu return california,positive
353,nisei femal born juli honolulu hawaii grew commun aala vibrant neighborhood japanes american busi famili ran dri good store establish career educ becam involv variou commun organ,positive
354,sansei male born februari san francisco california grew san francisco attend uc berkeley went law school santa clara becam involv asian law student group asian law allianc continu commun work law school involv found nihonmachi outreach committe san jose,neutral
355,nisei femal born may yakima valley washington spent childhood wapato washington follow bomb pearl harbor remov north portland assembl center oregon heart mountain concentr camp wyom staff camp newspap heart mountain sentinel left camp chicago illinoi live pennsylvania kentucki missouri return yakima washington becam involv polit organ postwar leagu woman voter testifi commiss wartim reloc intern civilian redress movement becam activ involv group address environment issu,negative
356,nisei femal born septemb la jara colorado spent childhood alamosa colorado famili oper success produc farm marri obtain graduat degre educ activ japanes american commun project diver educ,positive
357,nisei male born decemb fort lupton colorado famili oper dairi farm receiv undergradu degre colorado colorado state univers doctor cornel univers work professor nutrit retir,neutral
358,nisei femal born august fort lupton colorado rais fort lupton famili oper produc farm attend colorado colleg educ follow world war ii live carbondal illinoi return colorado,positive
359,nisei male born januari oakland california mr korematsu work welder san francisco japan bomb pearl harbor decemb execut order issu decid resist evacu order remov famili arrest may taken jail eventu transfer tanforan assembl center california famili held legal challeng constitution execut order case made u suprem court upheld order follow world war ii mr korematsu move detroit michigan marri rais famili return california earli case reopen discoveri crucial document indic origin case feder govern lie high court convict vacat u district judg marilyn hall patel mr korematsu award presidenti medal freedom,positive
360,white femal born march greenvil south carolina attend winthrop colleg south carolina move detroit marri fred korematsu nisei resist world war ii incarcer order,neutral
361,shinissei femal born juli sasebo japan child okayama world war ii war immigr unit state live work variou place includ honoulu hawaii portland oregon,positive
362,nisei male born septemb waikiki hawaii attend mckinley high school student bodi presid prior bomb pearl harbor serv languag instructor u militari intellig servic world war ii station japan u occup earn phd take posit univers hawaii manoa assist professor work washington dc lyndon johnson presidenti campaign instrument establish hawaii system commun colleg notabl hawaii tokai intern colleg dr kosaki current chancellor emeritu univers hawaii manoa senior consult japanes american nation museum intern nikkei research project,positive
363,kibei male born june greeley colorado rais denver colorado age five sent japan school return u age seventeen continu educ eventu becom first nikkei attorney state colorado draft u armi march becam member militari intellig servic mi serv instructor japanes languag mi languag school languag specialist washington dc pacif militari intellig research section pacmir maryland hire civilian u govern postwar provid legal counsel defend war crime trial japan later supervis japanes legal judici reform receiv medal commend japanes govern work connect reform japan judici system,positive
364,nisei male born august mountain view california grew santa clara valley california work famili lea strawberri farm june involuntarili evacu santa anita assembl center california heart mountain concentr camp wyom graduat high school camp age refus induct militari ground incarcer violat constitut right american citizen serv two year mcneil island feder penitentiari washington later resettl california establish flower nurseri busi brother current mr koshiyama particip speak engag regard wartim resist,positive
365,nisei male born april seattl washington move seattl bainbridg island washington age five world war ii remov manzanar concentr camp california volunt militari serv europ war eventu return bainbridg island reestablish famili farm,neutral
366,nisei male born june ferri counti washington sent japan age five follow father death return spokan washington enlist u armi januari serv militari intellig servic mi pacif ocean theater world war ii serious injur kamikaz dive bomb attack recal activ duti subsequ serv korean war vietnam war militari intellig direct u armi counterintellig vietnam retir servic rank colonel,negative
367,nisei femal born januari lo angel california grew lo feliz california famili ran flower grow busi world war ii remov manzanar concentr camp california work camp medic laboratori leav camp return lo feliz reestablish flower shop,neutral
368,nisei femal born june seattl washington grew seattl parent ran board hous world war ii remov puyallup assembl center washington minidoka concentr camp idaho left camp move salt lake citi utah return famili seattl war attend univers washington work variou posit u govern,negative
369,male ukrainian descent born octob edmonton alberta canada attend western washington univers bellingham washington earn phd univers alberta work establish research program offic commission examin issu offici languag canada appoint assist undersecretari state respons multicultur key figur japanes canadian redress movement particip numer negoti japanes canadian commun canadian govern,neutral
370,nisei femal born june santa clara counti california rais santa clara met marri issei guntaro kubota one leader heart mountain fair play committe world war ii incarcer heart mountain concentr camp wyom along daughter gave birth son camp husband guntaro kubota arrest conspiraci counsel draft evas serv time leavenworth feder penitentiari kansa eventu guntaro convict thrown famili move back lo gato california,positive
371,nisei male may pasadena california grew el centro california father truck farmer world war ii remov famili poston colorado river concentr camp arizona leav camp live time colorado spring colorado join navi graduat colleg san diego becam engin,positive
